2025-06-04 23:29:23.148742 | 192.168.1.217 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:23.184347 | 192.168.1.142 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:23.226526 | 192.168.1.192 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:23.272510 | 192.168.1.183 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:23.313238 | 192.168.1.164 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:23.354154 | 192.168.1.185 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:23.388043 | 192.168.1.204 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:23.428428 | 192.168.1.250 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:23.472215 | 192.168.1.119 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:23.521449 | 192.168.1.71 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:23.554747 | 192.168.1.35 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:23.595809 | 192.168.1.91 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:23.637293 | 192.168.1.151 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:23.673286 | 192.168.1.119 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:23.736752 | 192.168.1.145 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:23.773663 | 192.168.1.202 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:23.816687 | 192.168.1.153 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:23.857811 | 192.168.1.242 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:23.892545 | 192.168.1.240 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:23.944505 | 192.168.1.142 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:23.988824 | 192.168.1.201 → 192.168.0.105 | Suspicious SYN packet
